,Russian,English
373,Запеченная рыба с лимоном и укропом,Baked fish with lemon and dill
374,Крем-суп из шпината с хрустящими гренками,Spinach cream soup with crispy croutons
375,Паста с лососем и томатным соусом,Pasta with salmon and tomato sauce
376,"Салат с курицей, ананасом и орехами",Chicken salad with pineapple and nuts
377,Картофельные драники с сыром,Potato pancakes with cheese
378,Суп с чечевицей и копченой колбасой,Lentil soup with smoked sausage
379,Стейк из свинины с ягодным соусом,Pork steak with berry sauce
380,"Салат с креветками, авокадо и огурцами",Shrimp salad with avocado and cucumbers
381,Паста с курицей и сливочным соусом,Pasta with chicken and creamy sauce
382,Суп с курицей и картофелем,Chicken and potato soup
383,Жареные баклажаны с чесноком и томатами,Fried eggplant with garlic and tomatoes
384,Курица в апельсиновом соусе с кунжутом,Chicken in orange sauce with sesame
385,"Салат с тунцом, огурцами и томатами","Salad with tuna, cucumbers and tomatoes"
386,Томатный суп с базиликом и хрустящими гренками,Tomato soup with basil and crispy croutons
387,Жареный рис с овощами и креветками,Fried rice with vegetables and shrimp
388,Стейк из лосося с лимонным соусом,Salmon steak with lemon sauce
389,Сырный фондю с хлебом и грушами,Cheese fondue with bread and pears
390,"Салат с курицей, томатами и огурцами",Chicken salad with tomatoes and cucumbers
391,Пирог с мясом и картофелем,Meat and potato pie
392,Запеченная рыба с травами и лимоном,Baked fish with herbs and lemon
393,Крем-суп из тыквы с сырными гренками,Pumpkin cream soup with cheese croutons
394,Паста с креветками и томатным соусом,Pasta with shrimp and tomato sauce
395,Карпаччо из оленины с трюфельным маслом и пармезаном,Venison carpaccio with truffle oil and parmesan.
396,Суп из лесных грибов с копчёным беконом,Forest mushroom soup with smoked bacon.
397,Форель на гриле с лимонным маслом и зеленью,Grilled trout with lemon butter and herbs.
398,Крем-брюле с малиной и свежей мятой,Crème brûlée with raspberries and fresh mint.
399,"Салат из рукколы с грушей, грецким орехом и горгонзолой","Arugula salad with pear, walnuts, and gorgonzola."
400,Мясное ассорти с домашними маринадами,Charcuterie board with homemade pickles.
401,Рагу из косули с красным вином и розмарином,Roe deer stew with red wine and rosemary.
402,Пирог с дикой черникой и ванильным соусом,Wild blueberry pie with vanilla sauce.
403,Сырный фондю с белым вином и хрустящим хлебом,Cheese fondue with white wine and crispy bread.
404,Тартар из тунца с авокадо и кунжутом,Tuna tartare with avocado and sesame.
405,Лазанья с грибами и сыром рикотта,Mushroom lasagna with ricotta cheese.
406,Креветки в чесночном соусе с чили,Prawns in chili garlic sauce.
407,Каре ягнёнка с мятным желе и молодыми овощами,Lamb rack with mint jelly and baby vegetables.
408,Тыквенный суп-пюре с кокосовым молоком,Pumpkin soup with coconut milk.
409,Фокачча с оливками и розмарином,Focaccia with olives and rosemary.
410,Стейк Рибай с соусом из красного вина,Ribeye steak with red wine sauce.
411,Паста с морепродуктами и томатным соусом,Seafood pasta with tomato sauce.
412,Салат Цезарь с курицей и пармезаном,Caesar salad with chicken and parmesan.
413,Брауни с мороженым и карамельным соусом,Brownie with ice cream and caramel sauce.
414,Тартар из лосося с каперсами и красным луком,Salmon tartare with capers and red onion.
415,Суп Том Ям с креветками и кокосовым молоком,Tom Yum soup with prawns and coconut milk.
416,Картофель гратен с сыром и сливками,Potato gratin with cheese and cream.
417,Куриные крылышки в медово-горчичном соусе,Chicken wings in honey mustard sauce.
418,Салат из свеклы с козьим сыром и грецким орехом,Beetroot salad with goat cheese and walnuts.
419,Пицца Маргарита с томатами и базиликом,Margherita pizza with tomatoes and basil.
420,Греческий салат с фетой и оливками,Greek salad with feta and olives.
421,Суп Гаспачо с хрустящими гренками,Gazpacho soup with crispy croutons.
422,Морской окунь на гриле с лимоном и травами,Grilled sea bass with lemon and herbs.
423,Паштет из печени с клюквенным соусом,Liver pâté with cranberry sauce.
424,Крем-суп из брокколи с сырными гренками,Broccoli cream soup with cheese croutons.
425,Стейк из тунца с соусом терияки,Tuna steak with teriyaki sauce.
426,Ризотто с трюфелями и пармезаном,Truffle risotto with parmesan.
427,"Салат с авокадо, креветками и цитрусовой заправкой",Avocado and prawn salad with citrus dressing.
428,Козье сырное плато с медом и орехами,Goat cheese platter with honey and nuts.
429,Тыквенный равиоли с шалфеем и маслом,Pumpkin ravioli with sage and butter.
430,Салат с копчёной уткой и апельсином,Smoked duck salad with orange.
431,Тайский салат с говядиной и кинзой,Thai beef salad with cilantro.
432,Суп из морепродуктов с шафраном,Seafood soup with saffron.
433,Картофельные драники с сметаной,Potato pancakes with sour cream.
434,Панна-котта с клубникой и бальзамическим соусом,Panna cotta with strawberries and balsamic glaze.
435,Салат с копчёным лососем и авокадо,Smoked salmon and avocado salad.
436,Стейк из свинины с яблочным соусом,Pork steak with apple sauce.
437,Паста Карбонара с беконом и яйцом,Carbonara pasta with bacon and egg.
438,Салат Нисуаз с тунцом и яйцом,Niçoise salad with tuna and egg.
439,Мидии в белом вине с чесноком,Mussels in white wine with garlic.
440,Крем-суп из шампиньонов с травами,Creamy mushroom soup with herbs.
441,Тартар из говядины с перепелиным яйцом,Beef tartare with quail egg.
442,Салат с тёплыми креветками и авокадо,Warm shrimp and avocado salad.
443,Куриная грудка с грибным соусом,Chicken breast with mushroom sauce.
444,Рыбный суп с лососем и шафраном,Fish soup with salmon and saffron.
445,Салат с кускусом и сухофруктами,Couscous salad with dried fruits.
446,Рулетики из баклажанов с сыром и томатами,Eggplant rolls with cheese and tomatoes.
447,Сырный суп с брокколи и гренками,Cheese soup with broccoli and croutons.
448,Паста с артишоками и пармезаном,Pasta with artichokes and parmesan.
449,Салат с копчёной скумбрией и огурцом,Smoked mackerel salad with cucumber.
450,Суп Минестроне с овощами,Minestrone soup with vegetables.
451,Фалафель с соусом тахини,Falafel with tahini sauce.
452,Картофельный суп-пюре с копчёным беконом,Creamy potato soup with smoked bacon.
453,Салат с вялеными томатами и моцареллой,Sun-dried tomato and mozzarella salad.
454,Суп Чорба с бараниной и овощами,Chorba soup with lamb and vegetables.
455,Паста с песто и кедровыми орехами,Pesto pasta with pine nuts.
456,"Салат с курицей, ананасом и кешью",Chicken salad with pineapple and cashews.
457,Суп из нута со шпинатом,Chickpea soup with spinach.
458,Рулетики из цукини с творожным сыром,Zucchini rolls with cream cheese.
459,Салат с фасолью и тунцом,Bean and tuna salad.
460,Суп из чечевицы с копчёностями,Lentil soup with smoked meat.
461,Паста с лососем и сливочным соусом,Pasta with salmon and cream sauce.
462,Салат с киноа и овощами,Quinoa salad with vegetables.
463,Суп из моркови с имбирём,Carrot soup with ginger.
464,Картофельный салат с копчёной скумбрией,Potato salad with smoked mackerel.
465,Паста с грибами и белым вином,Pasta with mushrooms and white wine.
466,Салат с козьим сыром и грушей,Goat cheese and pear salad.
467,Суп из тыквы с корицей,Pumpkin soup with cinnamon.
468,Рулетики из индейки с сыром и шпинатом,Turkey rolls with cheese and spinach.
469,Салат с авокадо и креветками,Avocado and shrimp salad.
470,Суп из фасоли с копчёным беконом,Bean soup with smoked bacon.
471,Паста с кабачками и пармезаном,Pasta with zucchini and parmesan.
472,Салат с курицей и гранатом,Chicken and pomegranate salad.
473,Суп из шпината с кремом,Spinach soup with cream.
474,Рулетики из лосося с сыром и укропом,Salmon rolls with cheese and dill.
475,Салат с грецким орехом и яблоком,Walnut and apple salad.
476,Суп из капусты с копчёностями,Cabbage soup with smoked meat.
477,Паста с песто и помидорами черри,Pesto pasta with cherry tomatoes.
478,Салат с курицей и авокадо,Chicken and avocado salad.
479,Суп из брокколи с сыром,Broccoli soup with cheese.
480,Рулетики из огурца с творожным сыром,Cucumber rolls with cream cheese.
481,Салат с фасолью и кукурузой,Bean and corn salad.
482,Суп из чечевицы с овощами,Lentil soup with vegetables.
483,Паста с морепродуктами и чесноком,Seafood pasta with garlic.
484,Салат с киноа и авокадо,Quinoa and avocado salad.
485,Суп из тыквы с кокосовым молоком,Pumpkin soup with coconut milk.
486,Рулетики из индейки с сыром и помидорами,Turkey rolls with cheese and tomatoes.
487,Салат с авокадо и курицей,Avocado and chicken salad.
488,Суп из фасоли с копчёным беконом,Bean soup with smoked bacon.
489,Паста с кабачками и пармезаном,Pasta with zucchini and parmesan.
490,Салат с курицей и гранатом,Chicken and pomegranate salad.
491,Суп из шпината с кремом,Spinach soup with cream.
492,Рулетики из лосося с сыром и укропом,Salmon rolls with cheese and dill.
493,Салат с грецким орехом и яблоком,Walnut and apple salad.
494,Суп из капусты с копчёностями,Cabbage soup with smoked meat.
495,Суп из белых грибов с лесными травами,Porcini mushroom soup with wild herbs
496,Карпаччо из оленины с маринованными ягодами,Venison carpaccio with marinated berries
497,Салат из копчёного лосося с авокадо и цитрусовым соусом,Smoked salmon salad with avocado and citrus dressing
498,Сэндвич с пастрами из утки и грушевым чатни,Duck pastrami sandwich with pear chutney
499,Пирог с дикой черникой и ванильным кремом,Wild blueberry pie with vanilla cream
500,Ризотто с трюфелями и пармезаном,Truffle risotto with Parmesan
501,Крем-суп из тыквы с кокосовым молоком,Pumpkin cream soup with coconut milk
502,Стейк из тунца с кунжутной корочкой,Tuna steak with sesame crust
503,Брускетта с вялеными томатами и козьим сыром,Bruschetta with sun-dried tomatoes and goat cheese
504,Паста с морепродуктами и шафрановым соусом,Seafood pasta with saffron sauce
505,"Салат из рукколы с грушей, грецким орехом и горгонзолой","Arugula salad with pear, walnuts, and gorgonzola"
506,Печёный картофель с трюфельным маслом и сметаной,Baked potato with truffle oil and sour cream
507,Панна-котта с малиновым кули,Panna cotta with raspberry coulis
508,Котлеты из щуки с лимонным соусом,Pike patties with lemon sauce
509,Стейк из сома с грибным рагу,Catfish steak with mushroom ragout
510,Салат из свёклы с козьим сыром и кедровыми орешками,Beetroot salad with goat cheese and pine nuts
511,Суп из фасоли с копчёной грудинкой,Bean soup with smoked bacon
512,Паста с артишоками и лимонным кремом,Pasta with artichokes and lemon cream
513,Сэндвич с ростбифом и хреном,Roast beef sandwich with horseradish
514,Пирог с ревенём и имбирным кремом,Rhubarb pie with ginger cream
515,Рыбный суп с фенхелем и шафраном,Fish soup with fennel and saffron
516,Карпаччо из тунца с лимонным маслом,Tuna carpaccio with lemon oil
517,Салат из авокадо с креветками и грейпфрутом,Avocado salad with shrimp and grapefruit
518,Крем-суп из брокколи с чеддером,Broccoli cream soup with cheddar
519,Паста с песто из базилика и кедровых орешков,Pasta with basil and pine nut pesto
520,Стейк из лосося с соусом терияки,Salmon steak with teriyaki sauce
521,Салат из моркови с апельсином и мятой,Carrot salad with orange and mint
522,Суп из чечевицы с копчёной колбасой,Lentil soup with smoked sausage
523,Пирог с яблоками и корицей,Apple pie with cinnamon
524,Паста с креветками и чесночным соусом,Pasta with shrimp and garlic sauce
525,Стейк из баранины с розмариновым соусом,Lamb steak with rosemary sauce
526,Салат из огурцов с йогуртом и укропом,Cucumber salad with yogurt and dill
527,Суп из гороха с копчёными рёбрышками,Pea soup with smoked ribs
528,Пирог с грушей и шоколадным соусом,Pear pie with chocolate sauce
529,Паста с томатами и базиликом,Pasta with tomatoes and basil
530,Стейк из свинины с яблочным соусом,Pork steak with apple sauce
531,Салат из капусты с морковью и яблоком,Cabbage salad with carrots and apples
532,Суп из шпината с крем-фреш,Spinach soup with crème fraîche
533,Пирог с вишней и миндальным кремом,Cherry pie with almond cream
534,Паста с беконом и сливочным соусом,Pasta with bacon and creamy sauce
535,Стейк из говядины с красным вином,Beef steak with red wine sauce
536,Салат из зелёной фасоли с миндалём,Green bean salad with almonds
537,Суп из цуккини с мятой,Zucchini soup with mint
538,Пирог с абрикосами и ванильным соусом,Apricot pie with vanilla sauce
539,Паста с кабачками и пармезаном,Pasta with zucchini and Parmesan
540,Стейк из курицы с горчичным соусом,Chicken steak with mustard sauce
541,Салат из фенхеля с апельсином,Fennel salad with orange
542,Суп из картофеля с лососем,Potato soup with salmon
543,Пирог с персиками и карамельным соусом,Peach pie with caramel sauce
544,Паста с грибами и тимьяном,Pasta with mushrooms and thyme
545,Стейк из индейки с клюквенным соусом,Turkey steak with cranberry sauce
546,Салат из томатов с моцареллой и базиликом,Tomato salad with mozzarella and basil
547,Суп из кукурузы с чили,Corn soup with chili
548,Пирог с черносливом и орехами,Prune pie with nuts
549,Паста с лососем и укропом,Pasta with salmon and dill
550,Стейк из утки с апельсиновым соусом,Duck steak with orange sauce
551,Салат из редиса с огурцом,Radish salad with cucumber
552,Суп из моркови с имбирем,Carrot soup with ginger
553,Пирог с малиной и белым шоколадом,Raspberry pie with white chocolate
554,Паста с ветчиной и грибами,Pasta with ham and mushrooms
555,Стейк из свинины с медовым соусом,Pork steak with honey sauce
556,Салат из шпината с кедровыми орешками,Spinach salad with pine nuts
557,Суп из помидоров с базиликом,Tomato soup with basil
558,Пирог с ежевикой и ванильным мороженым,Blackberry pie with vanilla ice cream
559,Паста с курицей и сливочным соусом,Pasta with chicken and creamy sauce
560,Стейк из лосося с цитрусовым соусом,Salmon steak with citrus sauce
561,Салат из свёклы с грецким орехом,Beetroot salad with walnuts
562,Суп из капусты с картофелем,Cabbage soup with potatoes
563,Пирог с бананами и карамелью,Banana pie with caramel
564,Паста с креветками и лимоном,Pasta with shrimp and lemon
565,Стейк из говядины с грибным соусом,Beef steak with mushroom sauce
566,Салат из авокадо с томатами,Avocado salad with tomatoes
567,Суп из тыквы с мускатным орехом,Pumpkin soup with nutmeg
568,Пирог с клубникой и сливочным кремом,Strawberry pie with whipped cream
569,Паста с тунцом и оливками,Pasta with tuna and olives
570,Стейк из баранины с мятным соусом,Lamb steak with mint sauce
571,Салат из моркови с изюмом,Carrot salad with raisins
572,Суп из чечевицы с морковью,Lentil soup with carrots
573,Пирог с яблоками и орехами,Apple pie with nuts
574,Паста с беконом и томатами,Pasta with bacon and tomatoes
575,Стейк из свинины с яблочным пюре,Pork steak with apple purée
576,Салат из огурцов с йогуртом и мятой,Cucumber salad with yogurt and mint
577,Суп из гороха с копчёной колбасой,Pea soup with smoked sausage
578,Пирог с грушей и ванильным соусом,Pear pie with vanilla sauce
579,Паста с шампиньонами и сливочным соусом,Pasta with champignons and creamy sauce
580,Стейк из курицы с чесночным соусом,Chicken steak with garlic sauce
581,Салат из фенхеля с апельсином и оливками,Fennel salad with orange and olives
582,Суп из картофеля с грибами,Potato soup with mushrooms
583,Пирог с персиками и карамелью,Peach pie with caramel
584,Паста с кабачками и кедровыми орешками,Pasta with zucchini and pine nuts
585,Стейк из индейки с клюквенным соусом,Turkey steak with cranberry sauce
586,Салат из томатов с моцареллой и базиликом,Tomato salad with mozzarella and basil
587,Суп из кукурузы с чили и лаймом,Corn soup with chili and lime
588,Пирог с черносливом и миндалём,Prune pie with almonds
589,Паста с лососем и укропом,Pasta with salmon and dill
590,Стейк из утки с апельсиновым соусом,Duck steak with orange sauce
591,Салат из редиса с огурцом и йогуртом,Radish salad with cucumber and yogurt
592,Суп из моркови с имбирем и апельсином,Carrot soup with ginger and orange
593,Пирог с малиной и белым шоколадом,Raspberry pie with white chocolate
594,Паста с ветчиной и грибами в сливочном соусе,Pasta with ham and mushrooms in creamy sauce
595,"Брускетта с рикоттой, кремом авокадо и зеленым салатом с семечками"," Bruschetta with ricotta cheese, avocado cream, lettuce and sunflower seeds"
596,"Салат Панцанелла со страчателлой, маслинами и сырными сухариками с тунцом в собственном соку"," Panzanella salad with stracciatella di bufal, olives, cheese croutons and tuna in its own juice"
597,"Зеленый салат с киви, кабачком, огурцом и зеленым горошком с листьями шпината в заправке цитронет"," Green salad with kiwi, eggplant, cucumber, pees, spinach and citronette dressing"
598,Крудо из свежих лосося и дорадо с томатной сальсой и каперсами," Salmon and dorado crudo, tomato salsa and capers"
599,Орекьетте в фисташковом креме с тигровыми креветками и жареными фисташками," Orecchiette pasta, pistachio crème-sauce, tiger prawns and fried pistachio nuts"
600,Медзи со снежным крабом в соусе неаполетана с домашней страчателлой," Mezzi pasta, snow crab, neapolitan sauce and home-made stracciatella di bufala "
601,Грудка цыпленка с птитимом и трюфельным муссом пармезан, Chicken breast with ptitim and truffle Parmesan mousse
602,"Пицца Тунна Кон Чиполла с тунцом, красным луком, маслинами и моцареллой"," Tonno e cipolla pizza with tuna, red onion, olives and mozzarella"
603,"Пицца Перра Пеканте с голубым сыром дор блю, грушой, рукколой и лепестками арахиса"," Pera picante pizza with dorblu cheese, pear, rucola, peanut flakes"
604,Лимонный пирог с кремом маскарпоне и базиликовым мороженым," Lemon pie with mascarpone cream, basil ice cream"
605,Строганина,Stroganina
606,Нельма ,Nelma
607,Нерка ,Sockeye salmon
608,Оленина ,Venison
609,Северные рыбы,Northern fish 
610,Чир,Broad whitefish
611,Кижуч ,Atlantic salmon
612,Нерка  ,Sockeye salmon
613,Тугун  ,Tugun
614,Устрицы,Oysters
615,"Устрицы подаются на льду, с домашним смородиновым уксусом, соусом понзу и лимоном","Oyster served on ice with homemade currant vinegar, ponzu sauce and lemon"
616,Икра,Caviar
617,Осетр ,Sturgeon
618,Кижуч  ,Atlantic salmon
619,Хариус,Grayling
620,Сыровяленое,Dry-aged delicatessen
621,Коппа из яка  ,Yak сoppa
622,Сыровяленый марал,Siberian stag
623,Сыровяленый лось,Elk
624,Закуски,Appetizers
625,"Севиче из нерки с компрессионным огурцом в зеленом соусе на перцах, халапеньо и ряженке с ферментированным крыжовником
 ","Sockeye salmon ceviche with compressed cucumber in green sauce with peppers, jalapenos and  fermented gooseberries"
626,Тартар из хакасской говядины с дегидрированным тувинским яком в картофельной канеле с соусом из печеного перца,Khakass beef tartare with dehydrated Tuvan yak in potato canela with roasted pepper sauce
627,Тартар из корейки косули с тоннато на тугуне на стеклянном хлебе с юколой лося/корзинка с дикой стерлядью и сырным муссом с икрой из зеленого горошка с копченым желтком/ пате из марала в ежевичной глазури ,Roe deer loin tartare with tugun tonatto and elk yukola on glass bread / wild sterlet and cheese mousse tartlet with green pea caviar and smoked yolk / blackberry-glazed siberian stag pâté 
628,Хрустящие камни с сырным кремом на копченом хариусе и юкколой нерки с икрой хариуса ,"Crispy rocks with smoked grayling-cheese cream, nelma yukola and grayling caviar"
629,Туруханский муксун в остром свекольном креме с маринованными черри и кинзой ,Turukhansk muksun in spicy beetroot cream with pickled cherry tomatoes and cilantro
630,Тартар из оленя на профитролях из тувинского далгана с икрой хариуса ,Deer tartare in Tuva dalgan profiteroles with grayling caviar
631,Бочковые рыжики со сметанным муссом на хрене и огурцами в укропном масле с маринованным луком ,Forest mushrooms with horseradish sour cream mousse and cucumbers in dill oil with pickled onions
632,"Разные сыры с абанским мёдом, ягодным мармеладом и грецким орехом","Various cheeses with blueberries, local honey, berry marmalade and walnut"
633,"Брускетта с печеным баклажаном, страчателлой и грецким орехом ","Bruschetta with baked eggplant, stracciatella and walnut"
634,Брускетта с камчатским крабом и копченым хариусом ,Bruschetta with red king crab and smoked grayling
635,Салаты,Salads
636,"Цыплёнок гриль с хрустящими баклажанами и киноа с маринованными томатами и кинзой в соусе чили терияки
",Grilled chicken with crispy eggplant and quinoa with marinated tomatoes and cilantro in teriyaki chili sauce
637,"Зеленый салат с арбузной редькой и броколи, авокадо, цукини, и разными листьями в медовом винегрете ","Green salad with watermelon radish, broccoli, avocado, zucchini and leaves served with honey vinaigrette"
638,"Стейк-салат с мраморной говядиной  Black Angus с молодым картофелем, битыми огурцами, печеными перцами и разными листьями в горчичном дипе ","Marbled Black Angus beef with baby potatoes, smashed cucumbers, roasted peppers and assorted leaves in a mustard dip"
639,"Тигровые креветками с  домашней страчателлой, горошком и листьями ромейна с огуречным кетчупом ","Tiger prawns with homemade stracciatella, peas and romaine lettuce served with cucumber ketchup"
640,"Чафан на морковном хумусе с телятиной, вешенками и хрустящим картофелем ","Chafan salad with veal, oyster mushrooms and crispy potatoes on carrot hummus "
641,"Черный оливье с камчатским крабом, малосольным лососем и икрой кижуча ","Black Russian salad with red king crab, lightly salted salmon and silver salmon caviar"
642,Супы,Soups
643,"Крем из запеченой в печи тыквы и моркови с имбирем, тигровыми креветками гриль и попкорном из гречки ","Oven baked pumpkin and carrot cream with ginger, grilled tiger prawns and buckwheat popcorn"
644,Уха из северных рыб с с молоками лосося и томатом ,Traditional russian fish soup uha with salmon milt and tomato
645,"Борщ с копченым гусем, фермерским копченым салом и сметаной","Borscht with smoked duck, traditionally smoked lard, served with sour cream"
646,Пельмени ,Dumplings 
647,Черные буузы лотос с острой хакасской бараниной в пряном соусе из трав и ткемали с холодным бульоном кукси ,"Black lotus-shaped buuz with spicy Khakass lamb, spicy herb-tkemali sauce and cold kuksu broth"
648,"Пельмени с дичью в крепком бульоне
из белых грибов",Wild meat dumplings in strong porcini mushrooms broth
649,Пельмени из северных рыб в копченом рыбном бульоне с икрой лосося ,Northern fish dumplings in smoked fish broth with salmon caviar
650,Тувинские чебуреки хуужуры с оленем и бараньим салом в соусе на куруте  ,Tuvan reindeer meat and mutton fat khuushuur with kashk dipping sauce
651,Пельмени с камчатским крабом и тигровыми креветками в трюфельном голландезе на апельсине ,Dumplings with king crab and tiger prawns in truffle orange hollandaise
652,Не пельмени,Main course
653,Фаланга камчатского краба с пюре из печеного яблока и брусники с муссом васаби ,"King crab phalanges, baked apple and lingonberry purée served with wasabi mousse"
654,"Камчатская нерка в хрустящем кляре с вуалью из креветок и острым соусом из шампанского, водорослями и цветной капустой
","Kamchatka sockeye salmon in crispy batter with a veil of shrimp and spicy champagne sauce, seaweed and cauliflower"
655,Домашняя лапша с магаданскими креветками и белыми грибами в креветочном биске с вяленым желтком  ,"Homemade noodles, Magadan shrimps and porcini mushrooms in shrimp bisque with dried yolk"
656,Котлета из дикого кабана со сморчками и белыми грибами с чесночным пюре и бараньим жу ,Wild boar cutlet with morels and porcini mushrooms served with garlic purée and lamb jus
657,Енисейский сиг в релише из белых грибов и мидий с трюфельной перловкой ,Yenisei whitefish served with mushroom relish and mussels with truffle pearl barley
658,Таймырский палтус в сырной биске из раков с картофельным кремом и молодыми листьями ,"Taimyr halibut garnished with crayfish cheese bisque, potato purée and baby leaves"
659,Жареный сахалинский гребешок с фуагра и тертой юколой оленя ,Fried Sakhalin scallop with foie gras and finely grated deer yukola
660,Гриль,Grill
661,"Каре хакасского ягненка с молодым картофелем, сморчками и соусом из таежной черемши ","Khakass lamb rack, baby potatoes, morels and Taiga wild garlic sauce"
662,"Камчатская нерка в грибной глазури с цукини
и шпинатом и соусом из сморчков","Kamchatka sockeye salmon in mushroom glaze with zucchini and spinach, garnished with morel sauce"
663,"Таймырский олень с глазированнной свеклой, айоли из черемши и чёрного чеснока с порто, костным мозгом и маринованной черешней
","Taimyr deer with glazed beets, wild garlic and black garlic aioli with port, bone marrow and pickled cherries"
664,Мурманская форель с муссом из копченого лосося и картофелем из печи и огуречным соусом  ,Murmansk trout with smoked salmon mousse and oven-baked potatoes with cucumber sauce
665,Креветки на гриле с пюре манго и песто из петрушки ,Grilled shrimp with mango purée and parsley pesto
666,Стейк Портерхаус Black Angus на компанию  ,Black Angus porterhouse steak for a group
667,Стейк стриплойн Black angus с квашеной капустой и брусникой  ,Black Angus striploin steak with sauerkraut and cranberries
668,Стейк рибай  Black Angus с квашеной капустой и брусникой,Black Angus ribeye steak with sauerkraut and cranberries
669,Стейк Денвер  Black Angus с квашеной капустой и брусникой ,Black Angus denver steak with sauerkraut and cranberries
670,Из дровяной печи,Out of wood stove
671,"Фермерская перепелка, фаршированная картофелем и белыми грибами с кедровым орехом, ванильным пюре из сельдерея и маринованной рябиной ","Farm quail stuffed with potatoes, porcini mushrooms and pine nuts, served with vanilla-celery purée and pickled rowanberries"
672,Енисейский ленок с печеной капустой в соусе из шампанского с икрой хариуса,"Yenisei asiatic trout with baked cabbage, champagne sauce and grayling caviar"
673,"Цыплёнок в глазури из трюфельного мёда
с кукурузным муссом и припущенным
шпинатом с кедровым орехом ",Chicken in truffle honey glaze with corn mousse and poached spinach served with pine nuts
674,"Утиная ножка конфи с муссом из подкопчённого топинамбура и чипсами из сезонных корнеплодов
",Duck leg confit with smoked Jerusalem artichoke mousse and seasonal root vegetable chips
675,Овощи,Vegetables
676,Королевские шампиньоны гриль с песто из петрушки на кедровом орехе ,Grilled white mushrooms with parsley pesto sprinkled with pine nuts
677,Авокадо гриль со сметаной и кунжутным релишем ,Grilled avocado with sour cream and sesame relish
678,"Баклажан из печи с терияки, ореховым соусом и страчателлой ",Wood stove baked eggplant garnished with teriyaki and nut sauce with stracciatella
679,Цукини гриль с песто из петрушки на кедровом орехе ,Grilled zucchini with homemade pine tree parsley pesto sauce
680,"Фермерская морковь запечённая по-перуански с кремом из кешью и морковным соусом
",Farmer's carrots baked Peruvian style with cashew cream and carrot sauce
681,Картофель из печи с копчёным сливочным маслом и сметаной ,Baked potatoes with smoked butter and sour cream
682,Брокколи с сырным соусом и черри ,Broccoli with cheese sauce and cherry tomatoes
683,Сладкое,Desserts
684,"Береза-Береза  - березовое мороженое, березовое суфле, березовый гель, березовые чипсы ","Birch dessert of birch ice cream with birch soufflé, birch gel and birch chips"
685,"Шоколадный фондан с мороженым из грецкого ореха, черной смородиной компотэ и горячим ванильным соусом","Chocolate fondant with walnut ice cream, blackcurrant compôte and hot vanilla sauce"
686,"Бордовая Павлова с сорбетом из жимолости и маринованной черешней
",Burgundy Pavlova with honeysuckle sorbet and pickled cherries
