,Russian,English
687,"Золотая Баба с облепиховым ганешем и таймырской морошкой, брусникой и сусальным золотом","Golden Baba au rhum with sea buckthorn ganache,  Taimyr cloudberries and cranberries wuth golden leaf"
688,Тирамису с кремом на белых грибах и шоколадным бисквитом ,Tiramisu with porcini mushroom cream and chocolate biscuit
689,"Домашний чизкейк с карамелью, черешней, пломбирным кремом и лесными орехами ","Homemade cheesecake with caramel, cherry, ice cream mousse and nuts"
690,Черёмуховый медовик со сметанным кремом на черном кофе ,Bird cherry honey cake with black coffee buttercream and blueberry
691,"Сет конфет ручной работы ""Вкусы Енисейской Сибири"" клюква-биттер, боровики-белый шоколад, пихта-кедровый орех, вяленый марал-темный шоколад","Set of handmade sweets ""Tastes of the Yenisei Siberia"" bitter cranberry / mushrooms-white chocolate / fir-pine nuts / ""Jerked siberian stag"" dark chocolate"
692,К чаю,Tea accompaniment
693,Таежная брусника с абанским медом  и кедровым орехом ,Taiga cranberries with Aban honey and pine nuts
694,Конфета из темного шоколада с вяленой клюквой и кедровым орехом  ,Dark chocolate sweets with dried cranberries and pine nuts
695,Напитки,Beverages
696,Морс ягодный ,Homemade fruit punch
697,Кока-кола,Coca-Cola
698,Тоник,Tonic
699,Вода,Water
700,Сан Бенедетто,San Benedetto still
701,Сан Бенедетто газ,San Benedetto carbonated
702,"Минеральная вода ""Baikal Reserve""  газ",Baikal Reserve carbonated
703,"Природная вода ""Baikal Pearl""  б/г",Baikal Reserve still
704,Сок,Juice
705,Сок на выбор,Bottled juice
706,Фреш морковный,Carrot fresh juice
707,Фреш апельсиновый,Orange fresh juice
708,Фреш яблочный,Apple fresh juice
709,Лимонады,Lemonades
710,Грушево - яблочный с мятой,Pear –apple with mint
711,Мандарин-роза,Tangerine-rose
712,Манго - маракуйя,Mango-passionfruit
713,Фиалковый,Violet
714,Чай авторский и травяные сборы,Homemade herb tea
715,Душа тайги ,Soul of Taiga
716,Цветы Хакасии,Khakassia flower
717,Пряная облепиха ,Spicy sea-​​buckthorn berry
718,Сибирская ботаника,Botanica Siberica
719,Чай Брусничник,Lingonberry
720,Чай Лесной дар,Forest gift
721,Чай классический и китайский,Classic and chinese tea
722,Ассам ,Assam black tea
723,Эрл Грей,Earl Grey black tea
724,Зеленый классический,Green tea
725,Жасмин,Jasmine green tea
726,Молочный улун,Milk oolong
727,Да Хуан Пао,Dàhóngpáo Chinese oolong tea
728,Тегуань Инь,Tiě Guān Yīn oolong tea
729,Шу Пуэр,Shú pǔ ěr
730,Кофе,Coffee
731,Эспрессо,Espresso
732,Американо,Americano
733,Капучино ,Cappuccino
734,Двойной Капучино ,Double Cappuccino
735,Капучино кокосовый ,Coconut Cappuccino
736,Латте,Latte
737,Таежный раф,Taiga raf
738,Какао,Hot chocolate
739,Какао ореховое,Nut Hot Cocoa
740,Какао с маршмеллоу,Hot Cocoa With Marshmallows
741,"подаётся на замороженном камне с четверговой солью и молотым перцем, соусом понзу и авторским дипом","served on a frozen stone with black salt and ground pepper, ponzu sauce and special dip"
742,подаются малосольными с нашим полбяным хлебом из печи и взбитым маслом,served lightly salted with stove-baked spelled bread and whipped butter
743,подаётся с гречишными оладьями и взбитым маслом,served with buckwheat fritters and whipped butter
744,"подаются на льду с домашним смородиновым уксусом, понзу и лимоном","served on ice with homemade currant
vinegar, ponzu sauce and lemon"
745,наши специалитеты из камеры Dry Age,our specialties from the Dry-aging chamber
746,"Если у вас есть аллергия на определённые продукты, пожалуйста, сообщите об этом своему официанту.","If you are allergic certain foods, please let your waiter know."
747,наличие и сорт устриц уточняйте у официанта, Please check the availability and types of oysters with the waiter
748,Команда ресторана Tunguska во главе с бренд-шефом Николаем Бобровым представляет сет «Легенды города К.»,"The team of Tunguska restaurant, led by brand-chef Nikolai Bobrov, presents the set ""Legends of the town of K."""
749,"Он посвящен городским легендам и мистическим явлениям, знаковым местам и известным персонам, а также историческим событиям, связанным с великим городом на Енисее.","It is dedicated to urban legends, mystical phenomena, iconic places and famous people, as well as historical events related to the great city on the Yenisei river."
750,"Каждый курс, всего их восемь — это отдельная история, которая будет рассказана устным и гастрономическими языками, но не каждая из них случилась на самом деле.",Each of eight courses is a separate story that is told in both gastronomic and human languages. But not every story actually happened.
751,"Многие истории за время своего существования обросли новыми подробностями и фактами, а некоторые исказились до неузнаваемости.","Many of these stories gathered new details and facts during their lives, and some have been distorted beyond recognition."
752,"И гостям предстоит решить — какие из историй являются правдой, а какие вымыслом.",And the guests will have to decide which of the stories are true and which are fiction.
753,Существовала ли красноярская девочка-фантом?,Was there a Krasnoyarsk phantom girl?
754,Являются ли красноярцы потомками индейцев и что ел цесаревич Николай во время своего визита в Сибирь?,Are people of Krasnoyarsk descendants of Indians and what did tsarevich Nikolai eat during his visit to Siberia?
755,Что такое «Ватный завтрак» и какие излишества мог позволить себе городской магнат во времена сибирской золотой лихорадки?,"What is a ""cotton wool breakfast"" and what luxury could a tycoon afford during the Siberian gold rush?"
756,Истина или ложь — решать вам.,True or false — it's up to you to decide.
757,"Этот сет — результат полугодовой работы не только команды ресторана, но и привлеченных специалистов.","This set is the result of six months of work not only of the restaurant team, but also of the specialists that were involved."
758,"Мы сотрудничали с мастерами по керамике и дереву, обращались к декораторам, а также консультировались с городскимиисториками и культурологами.","We collaborated with craftsmen specialised in ceramic and wood, contacted decorators, and consulted with urban historians and cultural scientists."
759,"Помимо этого, в создании подарка для гостей поучаствовалошесть представителей современного искусства Красноярска.","In addition, six contemporary artist of Krasnoyarsk participated in the creation of a gift for our guests."
760,Стоимость сета – 5000 рублей.,The cost of the set is 5000 rubles.
761,Винный пэйринг от бренд-сомелье Екатерины Бобровой – 4000.,Wine pairing by brand-sommelier Ekaterina Bobrova – 4000.
762,Безалкогольный пэйринг от шеф-бармена Дмитрия Трушина - 3000.,Non-alcoholic pairing by chef-bartender Dmitry Trushin - 3000.
763,Сет доступен к заказу у администратора за сутки с воскресенья по четверг.,"The set is available by pre-order at the manager 24 hours before the visit, from Sunday to Thursday."
764,Забронироватьс ет: 269-93-88,Book a set: 269-93-88
765,"Печеные перцы с ореховым кранчем, домашней страчателлой и тонатто на тугуне ",Roasted peppers with crunchy walnut served with homemade stracciatella and tugun tonnato
766,Нерка в лимонном кимчи с сезонной хурмой и листьями кинзы ,"Sockeye salmon served with lemon kimchi, seasonal persimmon and cilantro leaves"
767,Енисейская нельма с черной икрой из боровиков в соусе на хрене с икрой хариуса,Yenisei nelma with black mushroom spread caviar served with horseradish sauce and grayling caviar
768,Ростбиф из говядины с печеными перцами и трюфельным тонатто на тугуне,Roast beef garnished with roasted peppers and truffle tugun tonatto 
769,"Свекольные равиоли с копченым сыром, кедровым урбечем, малиновым соусом и икрой нерки ",Beetroot ravioli with smoked cheese and cedar nut butter served with raspberry sauce and sockeye caviar
770,"Зеленый салат с арбузной редькой и брокколи, авокадо, цукини и разными листьями в медовом винегрете","Green salad with watermelon radish, broccoli, avocado, zucchini and leaves served with honey vinaigrette"
771,"Стейк-салат с мраморной говядиной Black Angus с молодым картофелем, битыми огурцами, печеными перцами и разными листьями в горчичном дипе ","Marbled Black Angus beef with baby potatoes, smashed cucumbers, roasted peppers and assorted leaves in a mustard dip"
772,"Хурма с авокадо и грецким орехом, черри, семечками подсолнуха и соусом из тофу с медом ","Persimmon with avocado, walnuts, cherry tomatoes and sunflower seeds served with honey-tofu sauce"
773,"Пельмени кундюмы с боровиками и картофелем, взбитой сметаной и демигласом на лесных грибах ",Kundyuma potato-mushroom dumplings served with whipped sour cream and demi-glace forest mushrooms
774,Тувинские чебуреки хуужуры с оленем и бараньим салом в соусе на куруте,Tuvan reindeer meat and mutton fat khuushuur under kashk sauce
775,Вырезка оленя гриль с трюфельным жу и кашей из цветной капусты с ряженкой ,Grilled reindeer tenderloin with truffle jus sauce garnished with cauliflower porridge with fermented baked milk 
776,"Корейка косули малой прожарки с грибным демигласом, брокколи и картофельными пельменями ",Low-rare roe deer loin with mushroom demi-glace served with broccoli-potato dumplings
777,Пожарская котлета из перепелки с муссом строганов и ферментированной морковкой,Pozharsky quail cutlet with stroganoff mousse garnished with fermented carrots
778,Язык таймырского оленя с кремом из копченой тыквы и соусом жу ,Taimyr reindeer tongue served with smoked pumpkin cream and jus sauce
779,"Александр Кучеров, 0.75 please, Красноярск","Alexander Kucherov, 0.75 please, Krasnoyarsk"
780,Краб / мокрец / эстрагон,Crab / chickweed / tarragon
781,Топинамбур / икра северных рыб / подсолнечник ,Jerusalem artichoke / northern fish caviar/ sunflower
782,Икра енисейской стерляди/ лангустин / бархатцы,Yenisei sterlet caviar / langoustine / marigold flowers
783,"Михаил Михайлов, Булгаков, Дзе, Красноярск","Mikhail Mikhailov, Bulgakov, Dze, Krasnoyarsk"
784,Олень / лисички / джем из нектаринов / пекорино романо ,Venison / chanterelles / nectarine jam / pecorino romano
785,"Максим Любимов, LEO WINE&KITCHEN, Начало, Ростов-на-Дону","Maxim Lyubimov, LEO WINE&KITCHEN, Nachalo, Rostov-on-Don"
786,Капуста / мидии / крыжовник / сурепка,Cabbage / mussels / gooseberries / yellow rocket flowers
787,"Дмитрий Гарифулин, TWENTY TWO, Горячий цех, Новосибирск","Dmitry Garifulin, TWENTY TWO, Goryachiy cekh, Novosibirsk"
788,Олень / брискет / кедровый орех / виноградный лист / консоме из сахарной косточки / подкопченная сметана / щучья икра,Venison / brisket / pine nuts / grape leaf / bone consommé / smoked sour cream / pike caviar
789,"Антон Исаков, LA BIGA, Санкт-Петербург","Anton Isakov, LA BIGA, St. Petersburg"
790,Чир / копчёное молоко / корнеплоды ,Broad whitefish /smoked milk / root vegetables
791,"Николай Бобров, Tunguska, Красноярск","Nikolay Bobrov, Tunguska, Krasnoyarsk"
792,Марал /  глазированная свекла /  айоли из черемши и черного чеснока / порто / костный мозг / икра стерляди ,Siberian stag / glazed beetroot / wild and black garlic aioli / port wine sauce / bone marrow / sterlet caviar
793,"Роман Чемеренко, Bellini, Красноярск","Roman Chemerenko, Bellini, Krasnoyarsk"
794,Чизкейк камамбер / икра енисейской стерляди / мороженое из смородинового листа,Camembert cheesecake / Yenisei sterlet caviar / currant leaf ice cream
795,Сет доступен к заказу у администратора за сутки с воскресенья по четверг.,"The set is available by pre-order at the manager 24 hours before the visit, from Sunday to Thursday."
796,Забронировать сет: 269-93-88,Book a set: 269-93-88
797,"Сезонная редиска со взбитым творогом, черемшой, огурцом, вялеными домашними томатами и щавелем","Seasonal radish with whipped cottage cheese, wild garlic, cucumber, dried tomatoes and sorrel"
798,"Рожки с тартаром из говядины с вяленой клюквой, кедровым орехом и айоли с чёрным чесноком","Cones with beef steak tartare, sprinkled with dried cranberries, pine nuts and black garlic aioli"
799,"Тартар из оленины и нерки с сезонной черемшой, кололе из икры омуля, айоли тархун и огурцом в тыквенном масле","Venison and sockeye salmon steak tartare served with seasonal wild garlic, dried omul caviar, tarragon aioli and cucumber with pumpkin oil"
800,"Бургер с фалангой краба, релишем из вяленой клюквы, криспи беконом, ложным чеддером, сезонной крапивой и муссом хрен-васаби","Crab phalanges burger with dried cranberry relish, crispy bacon, alternative cheddar cheese, seasonal nettle leaves and horseradish-wasabi mousse"
801,"Окрошка с цыплёнком, заправкой на квасе и сорбетом из огурца, хрена и мяты","Okroshka cold soup with kvass and chicken served with sorbet of cucumber, horseradish and mint"
802,Зелёные щи на крапиве и щавеле с цыплёнком гриль,"Green shchi cabbage soup with grilled chicken, nettle and sorrel leaves"
803,Пельмени со сморчками и сезонной крапивой,Dumplings with morels and seasonal nettle leaves
804,"Каре хакасского ягненка с полбой, эспумой из кабана и соусом порто с сезонной черешней","Khakass lamb rack garnished with spelt, wild boar foam and port wine sauce with seasonal wild cherries"
805,Берёзовая панна-котта с сорбетом из зелёных яблок и молодыми еловыми побегами,Birch panna cotta with green apple sorbet and fresh fir shoots
806,дегустационный сет,Tasting set
807,РИТУАЛЫ,The rituals
808,Чолуукшур. Ритуал приветствия,Choluukshur. The greeting ritual.
809,"Кедровый сыр, чипсы из молочной пены, трюфельный жу, икра из выдержанного сыра","Cedar nut cheese, milk foam chips, truffle jus and aged cheese caviar"
810,Оваа. Ритуал благодарности духам,Ovva. The spirits gratitude ritual.
811,"Хрустящий камень, косуля, брусника, чёрный чеснок, бархатцы","Crispy rock of roe deer, cranberries, black garlic and marigold flowers"
812,Шаманский гриб. Ритуал-противоядие,Shaman mushroom. The antivenom ritual.
813,"Суп-капучино на суттуг шай, сендвич из мухомора",Suttug shai tea cappuccino-soup and fly agaric sandwich
814,Сороки. Ритуал заклинания весны,Magpies. The spring summoning ritual.
815,"Птичка-пирог, перепёлка, фуагра, вяленный як, ряженка с хреном","Bird-shaped pie with quail, foie gras, dried yak meat and horseradish ryazhenka  "
816,Имты. Ритуал кормления огня,Imty. The fire feeding ritual.
817,"Блэк ангус, взбитый жир с мисо, соус из крови марала","Black angus, whipped fat with miso, served with deer blood sauce"
818,Хой. Ритуал благословения предков,Hoy. The ancestral blessing ritual.
819,"Голова барана – щёки, язык, зобная железа, крем из печёного перца и кукурузы","Sheep cheek, tongue, sweetbread, roasted pepper and corn cream served in a sheep skull"
820,Калинник. Ритуал сеяния,Kalinnik. The sowing ritual.
821,"Калиновый кисель, вода смородина-красный апельсин, сырный крем","Guelder rose jelly, currant and red orange water, cheese cream"
822,Обереги. Финальный ритуал инициации,Amulets. The final initiation ritual.
823,"Березовая меренга, гель из березового сока, крем базилик","Birch meringue, birch sap gel and basil cream"
824,Матрешка-шаман с тремя тотемными животными,"Shaman and totem animals Russian dolls hand-painted by an artist of Evenk ""Haivalam Brand"""
825,Конфеты ручной работы «Вкусы Енисейской Сибири» ,"Handmade sweets ""Flavours of the Yenisey Siberia"""
826,8 шт. Пихта-кедровый орех / вяленый марал-тёмный шоколад,8 pcs set. Fir and pine nuts/Dried elk meat with dark chocolate
827,Коппа тувинского яка,Tuvan yak coppa
828,Авторские травяные сборы ,Original herbal collection
829,"На выбор: «Цветы востока», «Душа тайги», «Сказочный лес»","Sets: Flowers of the East"", ""Spirit of Taiga"", ""Fairytail forest"""
830,Настойка в подарочном тубусе ,Alcoholic tincture in a gift tube
831,Облепиховка/сибирская ирга на таволге/джин на чёрной смородине и пихте/водка на печёных яблоках/кедровка на морошке и листьях смородины/джин на малине/черноплодка/хреновуха,"Sea buckthorn / Siberian amelanchier and meadowsweet / gin of blackcurrant and fir / baked apples  vodka / pine nut, cloudberries and currant leaves / gin of raspberries / chokeberry / horseradish"
832,"В ресторане можно приобрести подарочные сертификаты номиналами 2000, 3000, 5000 и 10000 рублей. Каждый сертификат вручную запечатывается сургучной печатью с петроглифом, а сертификаты номиналами от 5000 тысяч упаковываются в фирменные чёрные хлопковые мешки.","The restaurant provides gift certificates of 2000, 3000, 5000 and 10000 rubles. Each certificate is hand-sealed with a petroglyph stamp. Certificates of 5,000 or above are packaged in branded cotton black bags."
833,Нельма,Nelma
834,Чир ,Broad whitefish
835,Тугун,Tugun
836,Устрица ,Oyster 
837,Хариус ,Grayling
838,Марал,Siberian stag
839,Лось,Elk
840,Тартар из хакасской говядины с дегидрированным тувинским яком в картофельной канеле с соусом из печёного перца,Khakass beef tartare with dehydrated Tuvan yak in potato canela with roasted pepper sauce
841,Тартар из корейки косули с тоннато на тугуне на стеклянном хлебе с юколой лося / корзинка с дикой стерлядью и сырным муссом с икрой из зелёного горошка с копчёным желтком / пате из марала в ежевичной глазури,Khakass beef tartare with dehydrated Tuvan yak in potato canela with roasted pepper sauce
842,Сугудай из нельмы с маринованным яблоком и пряным лимонным маслом в канеле из родниковой воды,Nelma sugudai with pickled apples and spicy lemon oil in a spring water canelé
843,"Сет бонбонов «Овощной салат»
малосольный огурец  / сметана-чеснок / маринованные томаты","Set of bon-bons ""Vegetable salad""   salted cucumber / sour cream-garlic / pickled tomatoes"
844,Хрустящие камни с сырным кремом на копчёном хариусе и юколой нерки с икрой хариуса,"Crispy rocks with smoked grayling-cheese cream, nelma yukola and grayling caviar"
845,"Лепёшка из печи с ростбифом, соусом тоннато на тугуне и маринованным огурцом","Oven-baked flatbread with roast beef, tugun tonnato and pickled cucumbers"
846,Туруханский муксун в остром свекольном креме с маринованными черри и кинзой,Turukhansk muksun in spicy beetroot cream with pickled cherry tomatoes and cilantro
847,Тартар из оленя на профитролях из тувинского далгана с икрой хариуса,Deer tartare in Tuva dalgan profiteroles with grayling caviar
848,Бочковые рыжики со сметанным муссом на хрене и огурцами в укропном масле с маринованным луком,Forest mushrooms with horseradish sour cream mousse and cucumbers in dill oil with pickled onions
849,"Разные сыры с абанским мёдом, ягодным мармеладом и грецким орехом","Various cheeses with blueberries, local honey, berry marmalade and walnut"
850,"Брускетта с печёным баклажаном, страчателлой и грецким орехом","Bruschetta with baked eggplant, stracciatella and walnut"
851,Брускетта с камчатским крабом и копчёным хариусом,Bruschetta with red king crab and smoked grayling
852,"Зелёный салат с арбузной редькой и брокколи, авокадо, цукини и разными листьями
в медовом винегрете","Green salad with watermelon radish, broccoli, avocado, zucchini and leaves served with honey vinaigrette"
853,"Стейк-салат с мраморной говядиной Black Angus с молодым картофелем, битыми огурцами, печёными перцами и разными листьями
в горчичном дипе","Marbled Black Angus beef with baby potatoes, smashed cucumbers, roasted peppers and assorted leaves in a mustard dip"
854,"Тигровые креветки с домашней страчателлой, горошком и листьями ромейна
с огуречным кетчупом","Tiger prawns with homemade stracciatella, peas and romaine lettuce served with cucumber ketchup"
855,"Чафан на морковном хумусе с телятиной, вешенками и хрустящим картофелем","Chafan salad with veal, oyster mushrooms and crispy potatoes on carrot hummus "
856,"Чёрный оливье с камчатским крабом, малосольным лососем и икрой кижуча","Black Russian salad with red king crab, lightly salted salmon and silver salmon caviar"
857,"Салат с малосольной неркой, угольным картофелем, томатами черри с хреном в горчичном дрессинге ","Salad with salted sockeye salmon, charcoal potatoes, cherry tomatoes and horseradish in mustard dressing"
858,Цыплёнок гриль с хрустящими баклажанами и киноа с маринованными томатами и кинзой в соусе чили терияки,Grilled chicken with crispy eggplant and quinoa with marinated tomatoes and cilantro in teriyaki chili sauce
859,"Крем из запечённых в печи тыквы и моркови с имбирём, тигровыми креветками гриль
и попкорном из гречки","Oven baked pumpkin and carrot cream with ginger, grilled tiger prawns and buckwheat popcorn"
860,Уха из северных рыб с молоками лосося и томатом,Traditional russian fish soup uha with salmon milt and tomato
861,"Борщ с копчёным гусем, фермерским копчёным салом и сметаной","Borscht with smoked goose traditionally smoked lard, served with sour cream"
862,Чёрные буузы лотос с острой хакасской бараниной в пряном соус из трав и ткемали,"Black lotus-shaped buuz with spicy Khakass lamb, spicy herb-tkemali sauce and cold kuksu broth"
863,Пельмени с дичью в крепком бульоне из белых грибов,Wild meat dumplings in strong porcini mushrooms broth
864,Пельмени из северных рыб в копчёном рыбном бульоне с икрой лосося,Northern fish dumplings in smoked fish broth with salmon caviar
865,Тувинские чебуреки хуужуры с оленем и бараньим салом с соусом на курут,Tuvan venison and mutton fat khuushuur with kashk dipping sauce
866,"Пельмени с камчатским крабом
и тигровыми креветками в трюфельном голландезе на апельсине",Dumplings with king crab and tiger prawns in truffle orange hollandaise
867,"Камчатская нерка в хрустящем кляре с вуалью из креветок и острым соусом из шампанского, водорослями и цветной капустой","Kamchatka sockeye salmon in crispy batter with a veil of shrimp and spicy champagne sauce, seaweed and cauliflower"
868,"Домашняя лапша с магаданскими креветками и белыми грибами в креветочном биске
с вяленым желтком","Homemade noodles, Magadan shrimps and porcini mushrooms in shrimp bisque with dried yolk"
869,Котлета из дикого кабана со сморчками и белыми грибами с чесночным пюре и бараньим жу,Wild boar cutlet with morels and porcini mushrooms served with garlic purée and lamb jus
870,Енисейский сиг в релише из белых грибов и мидий с трюфельной перловкой,Yenisei whitefish served with mushroom relish and mussels with truffle pearl barley
871,"Таймырский палтус в сырном биске из раков
с картофельным кремом и молодыми листьями","Taimyr halibut garnished with crayfish cheese bisque, potato purée and baby leaves"
872,Жареный сахалинский гребешок с фуагра и тёртой юколой оленя,Fried Sakhalin scallop with foie gras and finely grated deer yukola
873,"Корейка косули малой прожарки с грибным демигласом, брокколи и картофельными пельменями","Rare roe deer venison loin, with mushroom demi-glace, broccoli and potato dumplings"
874,Стейк Портерхаус Black Angus на компанию,Black Angus porterhouse steak for a company
875,Камчатская нерка в грибной глазури с цукини и шпинатом и соусом из сморчков,"Kamchatka sockeye salmon in mushroom glaze with zucchini and spinach, garnished with morel sauce"
876,"Таймырский олень с глазированной свеклой, айоли из черемши и чёрного чеснока с порто, костным мозгом и маринованной черешней","Taimyr venison with glazed beets, wild garlic and black garlic aioli with port wine, bone marrow and pickled cherries"
877,Мурманская форель с муссом из копчёного лосося и картофелем из печи с огуречным соусом,Murmansk trout with smoked salmon mousse and oven-baked potatoes with cucumber sauce
878,Форель запечённая на лиственной доске с угольным картофелем и трюфельным соусом с каперсами из одуванчика,Trout baked on a leaf with charcoal potatoes and truffle sauce with dandelion capers
879,Креветки на гриле с пюре манго и песто из петрушки,Grilled shrimp with mango purée and parsley pesto
880,Стейк Стриплойн Black Angus с квашеной капустой и брусникой,Black Angus striploin steak with sauerkraut and cranberries
881,Стейк Рибай Black Angus с квашеной капустой и брусникой,Black Angus ribeye steak with sauerkraut and cranberries
882,Стейк Денвер Black Angus с квашеной капустой и брусникой,Black Angus denver steak with sauerkraut and cranberries
883,Говяжье ребро из печи в костном жу и соусе из печёного перца с капустным стейком,"Wood stove-baked beef rib with bone jus, roasted pepper sauce and cabbage steak"
884,"
Фермерская перепёлка, фаршированная картофелем и белыми грибами с кедровым орехом","Farm quail stuffed with potatoes, porcini mushrooms and pine nuts, served with vanilla-celery purée and pickled rowanberries"
885,"Фермерская перепёлка, чинённая креветкой и шпинатом со слоёным курником и трюфельным жу ","Farm quail stuffed with shrimps and spinach, served with puff chicken pie and truffle jus"
886,Енисейский ленок с печеной капустой в соусе из шампанского с икрой,"Yenisei asiatic trout with baked cabbage, champagne sauce and grayling caviar"
887,Цыплёнок в глазури из трюфельного мёда с кукурузным муссом и припущенным шпинатом с кедровым орехом,Chicken in truffle honey glaze with corn mousse and poached spinach served with pine nuts
888,Утиная ножка конфи с муссом из подкопчённого топинамбура и чипсами из сезонных корнеплодов,Duck leg confit with smoked Jerusalem artichoke mousse and seasonal root vegetable chips
889,Королевские шампиньоны гриль с песто из петрушки на кедровом орехе,Grilled white mushrooms with parsley pesto sprinkled with pine nuts
890,Авокадо гриль со сметаной и кунжутным релишем,Grilled avocado with sour cream and sesame relish
891,"Баклажан из печи с терияки, ореховым соусом и страчателлой",Wood stove baked eggplant garnished with teriyaki and nut sauce with stracciatella
892,"Баклажан из печи в ореховом соусе, зелёной глазури и терияки с лесными орехами ",Wood stove-baked glazed eggplant in nut and  teriyaki sauce with hazelnuts
893,Цукини гриль с песто из петрушки на кедровом орехе,Grilled zucchini with homemade pine tree parsley pesto sauce
894,Картофель из печи с копчёным сливочным маслом и сметаной,Baked potatoes with smoked butter and sour cream
895,Брокколи с сырным соусом и черри,Broccoli with cheese sauce and cherry tomatoes
896,"Берёза-Берёза - берёзовое мороженое, берёзовое суфле, берёзовый гель, берёзовые чипсы","Birch dessert of birch ice cream with birch soufflé, birch gel and birch chips"
897,Подснежник с черносливом и грецким орехом с фермерской сметаной и лимонным желе с меренгой и белым шоколадом,"Snowdrop with prunes and walnuts with farm sour cream, lemon jelly with meringue and white chocolate"
898,Бордовая Павлова с сорбетом из жимолости и маринованной черешней,Burgundy Pavlova with honeysuckle sorbet and pickled cherries
899,"Шоколадный фондан с мороженым
из грецкого ореха, чёрной смородиной компотэ и горячим ванильным соусом","Chocolate fondant with walnut ice cream, blackcurrant compôte and hot vanilla sauce"
900,"«Золотая баба» на роме с облепиховым ганашем таймырской морошкой и брусникой
с сусальным золотом Совместно с ювелирным домом «Ремикс»","Golden Baba au rhum with sea buckthorn ganache, Taimyr cloudberries and cranberries wuth golden leaf (in collaboration with jewelry house ""Remix"")"
901,Тирамису с кремом на белых грибах и шоколадным бисквитом,Tiramisu with porcini mushroom cream and chocolate biscuit
902,"Домашний чизкейк с карамелью, голубикой, пломбирным кремом и лесными орехами","Homemade cheesecake with caramel, blueberry, ice cream mousse and nuts"
903,Чёрный медовик с кремом из халвы и кардамона с трюфельным мороженым,"Black honey cake with halva and cardamom cream, served with truffle ice cream"
904,Сет конфет ручной работы «Вкусы Енисейской Сибири»,"Set of handmade sweets ""Tastes of the Yenisei Siberia"" "
905,Конфета из тёмного шоколада с вяленой клюквой и кедровым орехом,Dark chocolate sweets with dried cranberries and pine nuts
906,Таёжная брусника с абанским мёдом и кедровым орехом,Taiga cranberries with Aban honey and pine nuts
